"Taxon","Treatment","Season","Replicate","Substrate","Date","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass"
"Diphetor hageni","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",10.85432803
"Diphetor hageni","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diphetor hageni","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diphetor hageni","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diphetor hageni","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.298439319
"Diphetor hageni","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.198770875
"Diphetor hageni","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.235306258
"Diphetor hageni","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.592626948
"Diphetor hageni","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.709895984
"Diphetor hageni","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.567916787
"Diphetor hageni","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",141.019109
"Diphetor hageni","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",30.96514372
"Diphetor hageni","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0
"Diphetor hageni","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diphetor hageni","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diphetor hageni","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Diphetor hageni","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1.520057531
"Diphetor hageni","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",0.291551859
"Diphetor hageni","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",3.843876462
"Dixa","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",1.906898962
"Dixa","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0.935657457
"Dixa","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0
"Dixa","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0
"Dixa","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0
"Dixa","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0.036882001
"Dixa","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0.079765492
"Dixa","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0.11313057
"Dixa","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",0
"Dixa","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dixa","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",0
"Dolichopodidae","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",1.278585694
"Dolichopodidae","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",0
"Dolichopodidae","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",1.01450568
"Dolichopodidae","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",0
"Dolichopodidae","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Diptera","Dolichopodidae","long-legged flies",0
"Dolichopodidae","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Dolichopodidae","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella coloradensis/flavilinea","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella coloradensis/flavilinea","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.017163169
"Drunella coloradensis/flavilinea","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella coloradensis/flavilinea","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.542916619
"Drunella coloradensis/flavilinea","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.484145056
"Drunella coloradensis/flavilinea","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella coloradensis/flavilinea","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.242072528
"Drunella coloradensis/flavilinea","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella coloradensis/flavilinea","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",2.663847082
"Drunella coloradensis/flavilinea","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.075568796
"Drunella coloradensis/flavilinea","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella coloradensis/flavilinea","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella coloradensis/flavilinea","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Spring20","1","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",2.850792286
"Drunella flavilinea","Disturbed","Spring20","2","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.384235637
"Drunella flavilinea","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.131780266
"Drunella flavilinea","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.193223694
"Drunella flavilinea","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.795432292
"Drunella flavilinea","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.813542014
"Drunella flavilinea","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Relic Channel","Spring20","1","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",28.29899602
"Drunella flavilinea","Relic Channel","Spring20","2","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",4.291505336
"Drunella flavilinea","Relic Channel","Spring20","3","Submerged Wood","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella flavilinea","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella flavilinea","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.124670647
"Drunella flavilinea","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.309376027
"Drunella flavilinea","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.599423023
"Drunella grandis/spinifera","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella grandis/spinifera","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.384235637
"Drunella grandis/spinifera","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.106007133
"Drunella grandis/spinifera","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",29.33683472
"Drunella grandis/spinifera","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella grandis/spinifera","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.173070612
"Drunella grandis/spinifera","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Summer19","1","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.041294842
"Drunella grandis/spinifera","Relic Channel","Summer19","2","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",57.42321413
"Drunella grandis/spinifera","Relic Channel","Summer19","3","Submerged Wood","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Drunella grandis/spinifera","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Drunella grandis/spinifera","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0
"Empididae","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0
"Empididae","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",0.307577788
"Empididae","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Empididae","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Disturbed","Fall19","1","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus","Disturbed","Fall19","2","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus","Disturbed","Fall19","3","Submerged Wood","2019-10-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.09595152
"Epeorus","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Disturbed","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.036072
"Epeorus","Disturbed","Winter20","1","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.05509289
"Epeorus","Disturbed","Winter20","2","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.61651925
"Epeorus","Disturbed","Winter20","3","Submerged Wood","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.054108
"Epeorus","Relic Channel","Fall19","1","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.16429378
"Epeorus","Relic Channel","Fall19","2","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.018036
"Epeorus","Relic Channel","Fall19","3","Submerged Wood","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.018036
"Epeorus","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus","Relic Channel","Winter20","1","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.221191876
"Epeorus","Relic Channel","Winter20","2","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus","Relic Channel","Winter20","3","Submerged Wood","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.055296
"Epeorus albertae group","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Disturbed","Spring20","1","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.298069056
"Epeorus albertae group","Disturbed","Spring20","2","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus albertae group","Disturbed","Spring20","3","Submerged Wood","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0.38968431
"Epeorus albertae group","Disturbed","Summer19","1","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus albertae group","Disturbed","Summer19","2","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",0
"Epeorus albertae group","Disturbed","Summer19","3","Submerged Wood","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",13.30870141
"Epeorus albertae group","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Spring20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus albertae group","Relic Channel","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus longimanus","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus longimanus","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus longimanus","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus longimanus","Disturbed","Spring20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Epeorus longimanus","Disturbed","Spring20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
