"Treatment","Substrate","Date","Replicate","Taxon","Insect","Origin","Higher.classification","Order","Family","Common.name","Season","Biomass"
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Limnophyes","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.280023253
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",9.472776735
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Orthocladius (Symposiocladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.312044382
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",4.756599259
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",4.17319293
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Summer19",0.015711713
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Summer19",0.074315965
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",1.337546538
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",0.534266848
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",1.168529484
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Summer19",0.306809474
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",2.980614675
"Relic Floodplain Channel","Submerged Wood",2019-07-11,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",0.781652558
"Disturbed","Submerged Wood",2019-07-10,3,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Summer19",6.219714714
"Disturbed","Submerged Wood",2019-07-10,3,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",0.887425355
"Disturbed","Submerged Wood",2019-07-10,3,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",34.67966798
"Disturbed","Submerged Wood",2019-07-10,3,"Ochrotrichia","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Summer19",11.792797654
"Disturbed","Submerged Wood",2019-07-10,3,"Rhyacophila angelita group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",4.123108853
"Disturbed","Submerged Wood",2019-07-10,3,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",1.283349427
"Disturbed","Submerged Wood",2019-07-10,3,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",1.286822327
"Disturbed","Submerged Wood",2019-07-10,3,"Dixa","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges","Summer19",0.036882001
"Disturbed","Submerged Wood",2019-07-10,3,"Meringodixa","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges","Summer19",0.159530984
"Disturbed","Submerged Wood",2019-07-10,3,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",95.37315296
"Disturbed","Submerged Wood",2019-07-10,3,"Caudatella heterocaudata","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",4.489753535
"Disturbed","Submerged Wood",2019-07-10,3,"Drunella coloradensis/flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",0.484145056
"Disturbed","Submerged Wood",2019-07-10,3,"Drunella grandis/spinifera","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",0.173070612
"Disturbed","Submerged Wood",2019-07-10,3,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",2.354373293
"Disturbed","Submerged Wood",2019-07-10,3,"Ephemerella tibialis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",9.004273481
"Disturbed","Submerged Wood",2019-07-10,3,"Serratella micheneri","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",6.798899641
"Disturbed","Submerged Wood",2019-07-10,3,"Timpanoga hecuba","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",0.025809276
"Disturbed","Submerged Wood",2019-07-10,3,"Epeorus","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",0.036072
"Disturbed","Submerged Wood",2019-07-10,3,"Epeorus albertae group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",13.30870141
"Disturbed","Submerged Wood",2019-07-10,3,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",1.046719955
"Disturbed","Submerged Wood",2019-07-10,3,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",0.40571725
"Disturbed","Submerged Wood",2019-07-10,3,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.559094813
"Disturbed","Submerged Wood",2019-07-10,3,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",5.537587462
"Disturbed","Submerged Wood",2019-07-10,3,"Corynoneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.073764001
"Disturbed","Submerged Wood",2019-07-10,3,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.006012
"Disturbed","Submerged Wood",2019-07-10,3,"Eukiefferiella brehmi group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.106572535
"Disturbed","Submerged Wood",2019-07-10,3,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.327864538
"Disturbed","Submerged Wood",2019-07-10,3,"Eukiefferiella pseudomontana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.180336536
"Disturbed","Submerged Wood",2019-07-10,3,"Limnophyes","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.323791071
"Disturbed","Submerged Wood",2019-07-10,3,"Nanocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.21314507
"Disturbed","Submerged Wood",2019-07-10,3,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",10.87376945
"Disturbed","Submerged Wood",2019-07-10,3,"Orthocladius (Symposiocladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.106572535
"Disturbed","Submerged Wood",2019-07-10,3,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.036882001
"Disturbed","Submerged Wood",2019-07-10,3,"Thienemanniella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.036882001
"Disturbed","Submerged Wood",2019-07-10,3,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",4.990002181
"Disturbed","Submerged Wood",2019-07-10,3,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",5.197591573
"Disturbed","Submerged Wood",2019-07-10,3,"Atractides","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",0.17702
"Disturbed","Submerged Wood",2019-07-10,3,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",0.17702
"Disturbed","Submerged Wood",2019-07-10,3,"Pericomaini","insect","Aquatic","Arthropoda: Insecta","Diptera","Psychodidae","moth flies","Summer19",0.243398362
"Disturbed","Submerged Wood",2019-07-10,3,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",4.678207972
"Disturbed","Submerged Wood",2019-07-10,3,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",2.224299875
"Disturbed","Submerged Wood",2019-07-10,3,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",2.135247422
"Disturbed","Submerged Wood",2019-07-10,3,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",13.39803383
"Disturbed","Submerged Wood",2019-07-10,3,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",0.462435266
"Disturbed","Submerged Wood",2019-07-10,3,"Osobenus yakimae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",29.79116722
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Summer19",26.4254961
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Summer19",114.2940003
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Summer19",0.267663189
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",4.075339332
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",10.29819935
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",35.52550484
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",31.80229286
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Ephemerella tibialis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",7.025376002
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Matriella teresa","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",1.556191191
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Serratella micheneri","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",4.006685431
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Heptagenia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",16.91240532
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",3.245201723
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",10.88541172
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.887577737
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",8.173829163
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Potthastia longimana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",1.405971156
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",7.107346443
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.286909071
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.061705206
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Eukiefferiella pseudomontana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.932282985
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",9.664278661
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Orthocladius (Symposiocladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.141421754
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Parametriocnemus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.756582126
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",6.668444386
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",3.74163695
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",11.37314991
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Summer19",11.91387735
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",4.300888545
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",0.114637986
"Relic Floodplain Channel","Submerged Wood",2019-07-11,3,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",97.86051343
"Disturbed","Submerged Wood",2019-10-16,1,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Fall19",0.516233572
"Disturbed","Submerged Wood",2019-10-16,1,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",0.163446948
"Disturbed","Submerged Wood",2019-10-16,1,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",1.204852201
"Disturbed","Submerged Wood",2019-10-16,1,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",20.47837717
"Disturbed","Submerged Wood",2019-10-16,1,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Fall19",0.703409911
"Disturbed","Submerged Wood",2019-10-16,1,"Lepidostoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Fall19",2.285642329
"Disturbed","Submerged Wood",2019-10-16,1,"Lepidostoma unicolor group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Fall19",3.255584244
"Disturbed","Submerged Wood",2019-10-16,1,"Limnephilidae","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Fall19",0.167561061
"Disturbed","Submerged Wood",2019-10-16,1,"Rhyacophila betteni group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",2.061554427
"Disturbed","Submerged Wood",2019-10-16,1,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",19.53315056
"Disturbed","Submerged Wood",2019-10-16,1,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",0.253196037
"Disturbed","Submerged Wood",2019-10-16,1,"Dixa","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges","Fall19",1.906898962
"Disturbed","Submerged Wood",2019-10-16,1,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",34.27292893
"Disturbed","Submerged Wood",2019-10-16,1,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",1.101046013
"Disturbed","Submerged Wood",2019-10-16,1,"Attenella delantala","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",0.199729014
"Disturbed","Submerged Wood",2019-10-16,1,"Caudatella edmundsi","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",0.109928415
"Disturbed","Submerged Wood",2019-10-16,1,"Caudatella hystrix","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",0.399458029
"Disturbed","Submerged Wood",2019-10-16,1,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",20.93404788
"Disturbed","Submerged Wood",2019-10-16,1,"Cinygma","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",0.12166813
"Disturbed","Submerged Wood",2019-10-16,1,"Cinygmula","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",0.11018578
"Disturbed","Submerged Wood",2019-10-16,1,"Ironodes","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",2.878758788
"Disturbed","Submerged Wood",2019-10-16,1,"Rhithrogena","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Fall19",3.833012441
"Disturbed","Submerged Wood",2019-10-16,1,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Fall19",3.622652241
"Disturbed","Submerged Wood",2019-10-16,1,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Fall19",0.487403144
"Disturbed","Submerged Wood",2019-10-16,1,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Fall19",0.345337898
"Disturbed","Submerged Wood",2019-10-16,1,"Cladotanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",0.018441
"Disturbed","Submerged Wood",2019-10-16,1,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Fall19",0.13157157
"Disturbed","Submerged Wood",2019-10-16,1,"Diamesa","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Fall19",0.11313057
"Disturbed","Submerged Wood",2019-10-16,1,"Potthastia longimana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Fall19",0.106572535
"Disturbed","Submerged Wood",2019-10-16,1,"Corynoneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.055323001
"Disturbed","Submerged Wood",2019-10-16,1,"Eukiefferiella brehmi group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.053286267
"Disturbed","Submerged Wood",2019-10-16,1,"Eukiefferiella claripennis group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.053286267
"Disturbed","Submerged Wood",2019-10-16,1,"Limnophyes","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.053286267
"Disturbed","Submerged Wood",2019-10-16,1,"Nanocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.018441
"Disturbed","Submerged Wood",2019-10-16,1,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.538169245
"Disturbed","Submerged Wood",2019-10-16,1,"Orthocladius (Symposiocladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.422561729
"Disturbed","Submerged Wood",2019-10-16,1,"Parametriocnemus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.380183165
"Disturbed","Submerged Wood",2019-10-16,1,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.266431337
"Disturbed","Submerged Wood",2019-10-16,1,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Fall19",0.16845357
"Disturbed","Submerged Wood",2019-10-16,1,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Fall19",2.618962567
"Disturbed","Submerged Wood",2019-10-16,1,"Protzia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Fall19",0.08851
"Disturbed","Submerged Wood",2019-10-16,1,"Chaoborus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chaoboridae","phantom midge","Fall19",0.519325498
"Disturbed","Submerged Wood",2019-10-16,1,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",2.17676278
"Disturbed","Submerged Wood",2019-10-16,1,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Fall19",2.813025723
"Disturbed","Submerged Wood",2019-10-16,1,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Fall19",0.422841757
"Disturbed","Submerged Wood",2019-10-16,1,"Capniidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies","Fall19",0.806373143
"Disturbed","Submerged Wood",2019-10-16,1,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Fall19",0.194407674
"Disturbed","Submerged Wood",2019-10-16,1,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Fall19",93.6622283
"Disturbed","Submerged Wood",2019-10-16,1,"Isoperla","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",1.763438343
"Disturbed","Submerged Wood",2019-10-16,1,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",2.024822808
"Disturbed","Submerged Wood",2019-10-16,1,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Fall19",37.67146577
"Relic Channel","Submerged Wood",2019-10-17,1,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Fall19",3.088739723
"Relic Channel","Submerged Wood",2019-10-17,1,"Amiocentrus aspilus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",0.13035899
"Relic Channel","Submerged Wood",2019-10-17,1,"Brachycentrus americanus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",0.11475892
"Relic Channel","Submerged Wood",2019-10-17,1,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Fall19",1.124434154
"Relic Channel","Submerged Wood",2019-10-17,1,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Fall19",3.183009157
"Relic Channel","Submerged Wood",2019-10-17,1,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Fall19",0.155651282
"Relic Channel","Submerged Wood",2019-10-17,1,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Fall19",35.25304171
"Relic Channel","Submerged Wood",2019-10-17,1,"Hemerodromia","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",0.025318535
"Relic Channel","Submerged Wood",2019-10-17,1,"Neoplasta","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",1.23981963
"Relic Channel","Submerged Wood",2019-10-17,1,"Wiedemannia","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Fall19",0.052666275
"Relic Channel","Submerged Wood",2019-10-17,1,"Dixa","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges","Fall19",0.079765492
"Relic Channel","Submerged Wood",2019-10-17,1,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",8.062399559
"Relic Channel","Submerged Wood",2019-10-17,1,"Diphetor hageni","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",0.592626948
"Relic Channel","Submerged Wood",2019-10-17,1,"Labiobaetis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Fall19",0.904755232
"Relic Channel","Submerged Wood",2019-10-17,1,"Caudatella edmundsi","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",0.220827312
"Relic Channel","Submerged Wood",2019-10-17,1,"Caudatella hystrix","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",0.65066908
"Relic Channel","Submerged Wood",2019-10-17,1,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Fall19",2.851856348
