Taxon,Stage,Insect?,Higher classification,Origin,Order,Family,Common name,BCG Attribute,Feeding Group,CA feeding group,Habit,Tolerance,WY HBI,PSSB tolerance,CA tolerance,Metals tolerance,BCI TV,PSSB long-lived,Voltinism,Development,Occurrence in drift,Size at maturity,Rheophily,Thermal preference,a,b
Laccobius,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydrophilidae,water scavenger beetles,4,PR,PR,CM,MT,5,0,5,11,72,0,2,3,1,2,1,2,0.0077,2.91
Laccobius,A,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydrophilidae,water scavenger beetles,4,CG,CG,SW,MT,5,0,5,11,72,0,2,3,1,2,1,2,0.04,2.64
Parycymus,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydrophilidae,water scavenger beetles,4,PR,PR,CM,MT,5,0,5,11,72,0,2,3,1,2,1,2,0.0077,2.91
Parycymus,A,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydrophilidae,water scavenger beetles,4,CG,CG,SW,MT,5,0,5,11,72,0,2,3,1,2,1,2,0.04,2.64
Tropisternus,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydrophilidae,water scavenger beetles,5,PR,PR,CM,MT,5,0,5,11,72,0,2,3,1,3,1,2,0.0077,2.91
Tropisternus,A,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydrophilidae,water scavenger beetles,5,CG,CG,SW,MT,5,0,5,11,72,0,2,3,1,3,1,2,0.04,2.64
Hydroscapha natans,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Hydroscaphidae,skiff beetles,0,SC,SC,CL,0,11,0,7,11,110,0,2,2,1,1,2,3,0.0077,2.91
Acneus,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Psephenidae,water pennies,1,SC,SC,CL,MI,11,0,4,11,110,0,1,2,1,2,3,1,0.0123,2.906
Eubrianax edwardsi,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Psephenidae,water pennies,4,SC,SC,CL,0,7,0,4,11,110,0,1,2,1,2,3,2,0.0123,2.906
Psephenus,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Psephenidae,water pennies,5,SC,SC,CL,MT,7,0,4,11,110,0,1,2,1,2,3,3,0.0123,2.906
Ptilodactylidae,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Ptilodactylidae,toed-winged beetles,1,SH,SH,BU,HI,11,0,4,11,110,0,1,3,1,3,2,1,0.0074,2.879
Anchycteis velutina,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Ptilodactylidae,toed-winged beetles,1,SH,SH,BU,HI,11,0,4,11,110,0,1,3,1,3,2,1,0.0074,2.879
Scirtidae,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Scirtidae,marsh beetles,2,SC,SC,CM,0,11,0,5,11,110,0,2,2,1,2,1,2,0.0077,2.91
Elodes,L,insect,Arthropoda: Insecta,Aquatic,Coleoptera,Scirtidae,marsh beetles,2,SC,SC,CM,0,11,0,5,11,110,0,2,2,1,2,1,2,0.0077,2.91
Atherix,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Athericidae,higher flies,4,PR,PR,SP,0,4,0,2,11,24,0,1,2,1,2,2,2,0.0038,2.586
Atherix pachypus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Athericidae,higher flies,4,PR,PR,SP,0,4,0,2,11,24,0,1,2,1,2,2,2,0.0038,2.586
Blephariceridae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Blephariceridae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Agathon,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,MI,2,0,0,11,2,0,2,2,1,1,3,2,0.0067,3.292
Agathon,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,MI,2,0,0,11,2,0,2,2,1,1,3,2,0.0067,3.292
Bibiocephala,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Blepharicera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Blepharicera,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Blepharicera ostensackeni,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Blepharicera ostensackeni,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Blephariceridae,net-winged midges,2,SC,SC,CL,HI,1,0,0,11,2,0,2,2,1,1,3,1,0.0067,3.292
Brachycera unknown A,L,insect,Arthropoda: Insecta,Aquatic,Diptera,,higher flies,0,PR,PR,BU,0,11,0,6,11,110,0,2,1,1,1,2,2,0.0054,2.546
Ceratopogoninae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,PR,PR,SP,0,6,0,6,4,108,0,2,1,1,2,2,2,0.0025,2.469
Ceratopogoninae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,PR,PR,SP,0,6,0,6,4,108,0,2,1,1,2,2,2,0.0025,2.469
Ceratopogoninae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,PR,PR,SP,0,6,0,6,4,108,0,2,1,1,1,2,2,0.021,2.081
Ceratopogonidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,PR,PR,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Ceratopogonidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,PR,PR,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Ceratopogonidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,PR,PR,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.021,2.081
Dasyhelea,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,5,CG,CG,SP,MT,7,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Dasyhelea,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,5,CG,CG,SP,MT,7,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Forcipomyiinae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,CG,CG,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Forcipomyiinae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,CG,CG,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Atrichopogon,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,CG,CG,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Forcipomyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ceratopogonidae,no-see-um midges,4,CG,CG,SP,0,6,0,6,11,108,0,2,1,1,1,2,2,0.0025,2.469
Chaoborus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chaoboridae,phantom midge,0,PR,PR,SW,0,7,0,8,11,108,0,3,1,1,2,1,2,0.0025,2.692
Chaoborus,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Chaoboridae,phantom midge,0,PR,PR,SW,0,7,0,8,11,108,0,3,1,1,2,1,2,0.0025,2.692
Eucorethra,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Chaoboridae,phantom midge,0,PR,PR,SW,0,7,0,8,11,108,0,3,1,1,2,1,1,0.0025,2.692
Culicidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Culicidae,mosquitoes,0,CF,CG,SW,0,8,0,8,11,108,0,3,1,1,1,1,2,0.0025,2.692
Culicidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Culicidae,mosquitoes,0,CF,CG,SW,0,8,0,8,11,108,0,3,1,1,1,1,2,0.0025,2.692
Culicidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Culicidae,mosquitoes,0,CF,CG,SW,0,8,0,8,11,108,0,3,1,1,1,1,2,0.032,2.038
Deuterophlebia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Deuterophlebiidae,mountain midges,1,SC,SC,CL,HI,0,0,0,11,4,0,2,2,1,1,3,1,0.0067,3.292
Deuterophlebia,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Deuterophlebiidae,mountain midges,1,SC,SC,CL,HI,0,0,0,11,4,0,2,2,1,1,3,1,0.0067,3.292
Deuterophlebia,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Deuterophlebiidae,mountain midges,1,SC,SC,CL,HI,0,0,0,11,4,0,2,2,1,1,3,1,0.22,2.42
Dixidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,3,CG,CG,SW,0,2,0,2,11,108,0,3,1,3,1,2,2,0.0018,2.617
Dixidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,3,CG,CG,SW,0,2,0,2,11,108,0,3,1,3,1,2,2,0.0018,2.617
Dixidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,3,CG,CG,SW,0,2,0,2,11,108,0,3,1,3,1,2,2,0.021,2.081
Dixa,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,3,CG,CG,SW,0,2,0,2,11,108,0,3,1,3,1,2,2,0.0018,2.617
Dixa,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,3,CG,CG,SW,0,2,0,2,11,108,0,3,1,3,1,2,2,0.0018,2.617
Dixa,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,3,CG,CG,SW,0,2,0,2,11,108,0,3,1,3,1,2,2,0.1,1.57
Dixella,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,4,CG,CG,SW,MT,2,0,2,11,108,0,3,1,3,1,2,3,0.0018,2.617
Dixella,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,4,CG,CG,SW,MT,2,0,2,11,108,0,3,1,3,1,2,3,0.0018,2.617
Meringodixa,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,2,CG,CG,SW,MI,2,0,2,11,108,0,2,2,3,1,2,2,0.0018,2.617
Meringodixa chalonensis,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Dixidae,dixid midges,2,CG,CG,SW,MI,2,0,2,11,108,0,2,2,3,1,2,2,0.0018,2.617
Dolichopodidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Dolichopodidae,long-legged flies,5,PR,PR,SP,MT,4,0,4,4,108,0,2,2,1,2,1,2,0.0054,2.546
Dolichopodidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Dolichopodidae,long-legged flies,5,PR,PR,SP,MT,4,0,4,4,108,0,2,2,1,2,1,2,0.006,3.05
Empididae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Empididae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Empididae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.04,2.26
Empididae Genus A,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,MI,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Empididae Genus B,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,MI,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Chelifera/Metachela,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,4,95,0,2,2,1,2,2,2,0.0054,2.546
Clinocerinae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,0,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Clinocerinae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,0,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Chelifera/Metachela,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,4,95,0,2,2,1,2,2,2,0.0054,2.546
Chelifera/Metachela,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,4,95,0,2,2,1,2,2,2,0.04,2.26
Clinocera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,CL,0,6,0,6,4,95,0,2,2,1,2,2,2,0.0054,2.546
Clinocera,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,CL,0,6,0,6,4,95,0,2,2,1,2,2,2,0.0054,2.546
Clinocerinae unknown larvae A,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,1,PR,PR,SP,MI,6,0,6,11,95,0,2,2,1,2,2,1,0.0054,2.546
Clinocerinae unknown larvae A,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,1,PR,PR,SP,MI,6,0,6,11,95,0,2,2,1,2,2,1,0.0054,2.546
Hemerodromia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,MT,6,0,6,4,95,0,3,2,1,2,2,2,0.0054,2.546
Hemerodromia,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,MT,6,0,6,4,95,0,3,2,1,2,2,2,0.0054,2.546
Neoplasta,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Neoplasta,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,4,PR,PR,SP,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Oreogeton,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,SP,HI,5,0,6,11,95,0,1,2,1,2,2,1,0.0054,2.546
Oreogeton,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,SP,HI,5,0,6,11,95,0,1,2,1,2,2,2,0.0054,2.546
Roederiodes,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,CL,0,6,0,6,11,95,0,2,2,1,2,2,2,0.0054,2.546
Trichoclinocera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,CL,MI,6,0,6,11,95,0,2,2,1,2,2,1,0.0054,2.546
Wiedemannia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Empididae,dance flies,3,PR,PR,CL,MI,6,0,6,11,95,0,2,2,1,2,2,1,0.0054,2.546
Ephydridae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ephydridae,shore and brine flies,5,CG,CG,SP,HT,6,0,6,11,108,0,2,2,1,2,1,2,0.0025,2.692
Ephydridae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Ephydridae,shore and brine flies,5,CG,CG,SP,HT,6,0,6,11,108,0,2,2,1,2,1,2,0.0025,2.692
Ephydridae,PE,insect,Arthropoda: Insecta,Aquatic,Diptera,Ephydridae,shore and brine flies,5,CG,CG,SP,HT,6,0,6,11,108,0,2,2,1,2,1,2,0.0025,2.692
Ephydridae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Ephydridae,shore and brine flies,5,CG,CG,SP,HT,6,0,6,11,108,0,2,2,1,2,1,2,0.006,3.05
Ephydra,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ephydridae,shore and brine flies,5,CG,CG,SP,HT,6,0,6,11,108,0,2,2,1,2,1,2,0.0025,2.692
Ephydra,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Ephydridae,shore and brine flies,5,CG,CG,SP,HT,6,0,6,11,108,0,2,2,1,2,1,2,0.0025,2.692
Muscomorpha,L,insect,Arthropoda: Insecta,Aquatic,Diptera,,higher flies,5,PR,PR,SP,HT,6,0,6,7,108,0,2,2,1,2,2,2,0.0025,2.692
Muscomorpha,P,insect,Arthropoda: Insecta,Aquatic,Diptera,,higher flies,5,PR,PR,SP,HT,6,0,6,7,108,0,2,2,1,2,2,2,0.0025,2.692
Muscidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Muscidae,higher flies,5,PR,PR,SP,HT,6,0,6,7,108,0,2,2,1,2,2,2,0.0025,2.692
Muscidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Muscidae,higher flies,5,PR,PR,SP,HT,6,0,6,7,108,0,2,2,1,2,2,2,0.0025,2.692
Muscidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Muscidae,higher flies,5,PR,PR,SP,HT,6,0,6,7,108,0,2,2,1,2,2,2,0.006,3.05
Oreoleptis torrenticola,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Oreoleptidae,torrent fly,1,PR,PR,CL,HI,11,0,11,11,110,0,1,2,1,2,3,1,0.0054,2.546
Glutops,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Pelecorhynchidae,higher flies,2,PR,PR,BU,MI,3,0,3,11,110,0,1,2,1,2,2,1,0.0025,2.692
Psychodidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,4,CG,CG,BU,0,10,0,4,11,36,0,2,1,1,1,2,2,0.0025,2.692
Psychodidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,4,CG,CG,BU,0,10,0,4,11,36,0,2,1,1,1,2,2,0.021,2.081
Psychodidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,4,CG,CG,BU,0,10,0,4,11,36,0,2,1,1,1,2,2,0.021,2.081
Pericomaini,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,4,CG,CG,BU,0,4,0,4,4,36,0,2,1,1,1,2,2,0.0025,2.692
Psychodini,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,5,CG,CG,BU,HT,10,0,10,11,36,0,3,1,1,1,1,3,0.0025,2.692
Maruina,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,3,SC,SC,CL,0,3,0,2,11,36,0,2,1,1,1,2,2,0.0025,2.692
Maruina,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,3,SC,SC,CL,0,3,0,2,11,36,0,2,1,1,1,2,2,0.0025,2.692
Maruina,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,3,SC,SC,CL,0,3,0,2,11,36,0,2,1,1,1,2,2,0.1,1.57
Pericoma/Telmatoscopus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,4,CG,CG,BU,0,4,0,4,4,36,0,2,1,1,1,2,2,0.0025,2.692
Psychoda,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Psychodidae,moth flies,5,CG,CG,BU,HT,10,0,10,11,36,0,3,1,1,1,1,3,0.0025,2.692
Bittacomorphella,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ptychopteridae,phantom crane flies,1,CG,CG,BU,MI,7,0,0,11,110,0,2,2,1,3,1,2,0.0029,2.681
Ptychoptera,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Ptychopteridae,phantom crane flies,4,CG,CG,BU,MT,7,0,7,11,110,0,2,2,1,3,1,2,0.0029,2.681
Sarcophagidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Sarcophagidae,flesh flies,4,CG,CG,BU,MT,11,0,6,11,110,0,3,1,1,2,1,3,0.005,2.591
Sarcophagidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Sarcophagidae,flesh flies,4,CG,CG,BU,MT,11,0,6,11,110,0,3,1,1,2,1,3,0.005,2.591
Sciomyzidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Sciomyzidae,marsh flies,4,PR,PR,BU,MT,6,0,6,11,110,0,3,1,1,2,1,3,0.005,2.591
Sciomyzidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Sciomyzidae,marsh flies,4,PR,PR,BU,MT,6,0,6,11,110,0,3,1,1,2,1,3,0.005,2.591
Simuliidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,4,CF,CF,CL,0,6,0,6,11,108,0,3,1,3,1,3,2,0.002,3.011
Simuliidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,4,CF,CF,CL,0,6,0,6,11,108,0,3,1,3,1,3,2,0.002,3.011
Simuliidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,4,CF,CF,CL,0,6,0,6,11,108,0,3,1,3,1,3,2,0.1,1.57
Cnephia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,1,CF,CF,CL,MI,3,0,3,11,108,0,2,2,1,1,3,1,0.002,3.011
Cnephia,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,1,CF,CF,CL,MI,3,0,3,11,108,0,2,2,1,1,3,1,0.002,3.011
Helodon/Prosimulium,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,3,CF,CF,CL,MI,3,0,3,11,108,0,2,2,2,1,3,1,0.002,3.011
Helodon/Prosimulium,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,3,CF,CF,CL,MI,3,0,3,11,108,0,2,2,2,1,3,1,0.002,3.011
Prosimulium,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,3,CF,CF,CL,MI,3,0,3,11,108,0,2,2,2,1,3,1,0.002,3.011
Prosimulium,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,3,CF,CF,CL,MI,3,0,3,11,108,0,2,2,2,1,3,1,0.002,3.011
Prosimulium,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,3,CF,CF,CL,MI,3,0,3,11,108,0,2,2,2,1,3,1,0.1,1.57
Simulium,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,4,CF,CF,CL,0,6,0,6,11,108,0,3,1,3,1,3,2,0.002,3.011
Simulium,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,4,CF,CF,CL,0,6,0,6,11,108,0,3,1,3,1,3,2,0.002,3.011
Simulium,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,4,CF,CF,CL,0,6,0,6,11,108,0,3,1,3,1,3,2,0.22,2.42
Stegopterna,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,1,CF,CF,CL,MI,11,0,3,11,108,0,2,2,2,1,3,1,0.002,3.011
Stegopterna,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,1,CF,CF,CL,MI,11,0,3,11,108,0,2,2,2,1,3,1,0.002,3.011
Twinnia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Simuliidae,black flies,1,CF,CF,CL,MI,11,0,6,11,108,0,3,1,1,1,2,1,0.002,3.011
Stratiomyidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,4,CG,CG,SP,MT,8,0,8,11,108,0,3,1,1,2,2,2,0.005,2.591
Caloparyphus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,4,CG,CG,SP,MT,7,0,7,11,108,0,3,1,1,2,2,2,0.005,2.591
Caloparyphus,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,4,CG,CG,SP,MT,7,0,7,11,108,0,3,1,1,2,2,2,0.006,3.05
Caloparyphus/Euparyphus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,4,CG,CG,SP,MT,7,0,7,11,108,0,3,1,1,2,2,2,0.005,2.591
Euparyphus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,4,CG,CG,SP,MT,5,0,8,4,108,0,3,1,1,2,2,2,0.005,2.591
Nemotelus,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,4,CG,CG,SP,MT,8,0,8,11,108,0,3,1,1,2,2,2,0.005,2.591
Odontomyia,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,0,CG,CG,SP,MT,8,0,8,11,108,0,3,1,1,2,2,2,0.005,2.591
Stratiomys,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Stratiomyidae,soldier flies,0,CG,CG,SP,MT,8,0,8,11,108,0,3,1,1,2,2,2,0.005,2.591
Syrphidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Syrphidae,rattail maggots,5,CG,CG,BU,HT,10,0,10,11,108,0,2,2,1,2,1,2,0.005,2.591
Tabanidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tabanidae,horse & deer flies,4,PR,PR,SP,MT,8,0,8,3,108,0,2,2,1,3,1,2,0.005,2.591
Tanyderidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tanyderidae,primitive crane flies,2,CG,CG,BU,MI,1,0,1,1,108,0,1,3,1,2,1,1,0.0025,2.692
Thaumaleidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Thaumaleidae,solitary midges,2,SC,SC,CL,MI,11,0,1,11,110,0,3,2,1,1,2,1,0.0025,2.692
Tipulidae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,UN,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Tipulidae,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,BU,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Tipulidae,A,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,BU,0,3,0,3,11,72,0,2,2,1,2,2,2,0.021,2.081
Tipulinae,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,BU,0,3,0,3,11,72,0,1,2,1,2,2,1,0.0029,2.681
Tipuloidea,L,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,UN,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
Tipuloidea,P,insect,Arthropoda: Insecta,Aquatic,Diptera,Tipulidae,crane flies,4,UN,UN,BU,0,3,0,3,11,72,0,2,2,1,2,2,2,0.0029,2.681
