"Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Order","Family","Biomass","Season"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",14.0351026,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.299493355,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.830563797,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.830563797,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Nanocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.149746677,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",20.32720072,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",3.999347474,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.555183813,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",40.64608731,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Pentaneura","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",6.688615246,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",48.80562057,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",1.872246338,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Lebertia","U","non-insect","Aquatic","x","x",0.795,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Sperchon","U","non-insect","Aquatic","x","x",1.59,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Ceratopogoninae","L","insect","Aquatic","Diptera","Ceratopogonidae",4.576972768,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Musculium","U","non-insect","Aquatic","x","Sphaeriidae",2.02067026,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",3.337543359,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Ostracoda","U","non-insect","Aquatic","x","x",0.506475,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",61.15361053,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Menetus","U","non-insect","Aquatic","x","Planorbidae",60.06564898,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Capniidae","L","insect","Aquatic","Plecoptera","Capniidae",0.415396794,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",2.958325578,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",21.10666347,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae",0.514841254,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",3.510415682,"Summer19"
"Relic Floodplain Channel","Benthic",2019-07-11,4,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",11.09078076,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",18.61303527,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Simulium","P","insect","Aquatic","Diptera","Simuliidae",0.749450404,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Brachycentrus americanus","L","insect","Aquatic","Trichoptera","Brachycentridae",22.40331063,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Heteroplectron californicum","L","insect","Aquatic","Trichoptera","Calamoceratidae",0.549430785,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Glossosoma","L","insect","Aquatic","Trichoptera","Glossosomatidae",7.662734081,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",16.3294996,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",184.9220349,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Hydropsyche","P","insect","Aquatic","Trichoptera","Hydropsychidae",53.19350851,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Neotrichia","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.242779446,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",177.142067,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Onocosmoecus unicolor","L","insect","Aquatic","Trichoptera","Limnephilidae",24.16680121,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Rhyacophila angelita group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",5.509633493,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Rhyacophila betteni group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",4.225175742,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Antocha","L","insect","Aquatic","Diptera","Tipulidae",0.0397648,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Antocha","P","insect","Aquatic","Diptera","Tipulidae",4.849782977,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Pacifastacus","U","non-insect","Aquatic","x","Astacidae",49.70582904,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Clinocera","L","insect","Aquatic","Diptera","Empididae",2.525453069,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Glutops","L","insect","Aquatic","Diptera","Pelecorhynchidae",6.359203807,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",182.7063253,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",268.4831936,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",18.19713567,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",75.13709594,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",74.33385655,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",13.55873761,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",101.046585,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",34.70317627,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Epeorus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",0.998990063,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",280.2573124,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Epeorus longimanus","L","insect","Aquatic","Ephemeroptera","Heptageniidae",33.04424254,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Heptagenia","L","insect","Aquatic","Ephemeroptera","Heptageniidae",6.739035997,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",0.414729789,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.732823555,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",3.331254451,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",14.96804216,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Diamesa","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",0.928890042,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Cricotopus (Nostococladius)","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.142637635,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Eukiefferiella brehmi group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.437521736,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.059904774,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.312565207,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",8.733560798,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.665627226,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.928890042,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Synorthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.151414968,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Thienemanniella","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.151414968,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",10.76975451,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",21.02482033,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",1.677070105,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Atractides","U","non-insect","Aquatic","x","x",1.453472,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Lebertia","U","non-insect","Aquatic","x","x",5.345162785,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Oribatida","U","non-insect","Aquatic","x","x",0.387016178,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Sperchon","U","non-insect","Aquatic","x","x",1.453472,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Sperchonopsis","U","non-insect","Aquatic","x","x",0.129005393,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Torrenticola","U","non-insect","Aquatic","x","x",9.963589571,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Pisidium","U","non-insect","Aquatic","x","Sphaeriidae",1.220383854,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",23.24044858,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",24.27709751,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Ostracoda","U","non-insect","Aquatic","x","x",0.555582816,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",10.44994771,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Juga","U","non-insect","Aquatic","x","Pleuroceridae",1138.679323,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",40.03388425,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",19.52291332,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae",1.411900654,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Calineuria californica","L","insect","Aquatic","Plecoptera","Perlidae",3.208987989,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",747.9270541,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Isoperla","L","insect","Aquatic","Plecoptera","Perlodidae",4.412885926,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Perlodidae","L","insect","Aquatic","Plecoptera","Perlodidae",1.633913661,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",33.15189664,"Summer19"
"Phase 3","Benthic",2019-07-12,4,"Pteronarcys californica","L","insect","Aquatic","Plecoptera","Pteronarcyidae",1752.998044,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Micrasema","L","insect","Aquatic","Trichoptera","Brachycentridae",16.52014624,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Glossosoma","L","insect","Aquatic","Trichoptera","Glossosomatidae",0.373071954,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Arctopsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",18.25311146,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",8.3065073,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Lepidostoma","L","insect","Aquatic","Trichoptera","Lepidostomatidae",0.1083248,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",112.3814108,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Rhyacophila arnaudi","L","insect","Aquatic","Trichoptera","Rhyacophilidae",16.92696664,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",4.982514858,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Rhyacophila nevadensis group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",3.029556392,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Antocha","L","insect","Aquatic","Diptera","Tipulidae",34.59322122,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Clinocera","L","insect","Aquatic","Diptera","Empididae",41.62571535,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Octogomphus specularis","L","insect","Aquatic","Odonata","Gomphidae",0.832825616,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",168.6207009,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",323.3802783,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",12.90817765,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Drunella grandis/spinifera","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",40.39531948,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Ephemerella excrucians group","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",15.70685804,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Matriella teresa","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",49.83192296,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",131.3178972,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Timpanoga hecuba","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",6.827954533,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Epeorus albertae group","L","insect","Aquatic","Ephemeroptera","Heptageniidae",79.52369625,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Heptagenia","L","insect","Aquatic","Ephemeroptera","Heptageniidae",12.45913673,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",2.446716787,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",1.665627226,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.151414968,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",5.68348797,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.684077997,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Corynoneura","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.151414968,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Eukiefferiella claripennis group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.151414968,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Eukiefferiella devonica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.908489806,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Eukiefferiella pseudomontana group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.151414968,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",3.338483426,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.875043471,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",9.872284032,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",3.728272712,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Lebertia","U","non-insect","Aquatic","x","x",2.309213393,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Oribatida","U","non-insect","Aquatic","x","x",0.516021571,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Sperchonopsis","U","non-insect","Aquatic","x","x",0.726736,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Torrenticola","U","non-insect","Aquatic","x","x",12.48351739,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Ampumixis dispar","L","insect","Aquatic","Coleoptera","Elmidae",27.78861011,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Ostracoda","U","non-insect","Aquatic","x","x",0.092597136,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",7.030091756,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Menetus","U","non-insect","Aquatic","x","Planorbidae",12.69668409,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Juga","U","non-insect","Aquatic","x","Pleuroceridae",2128.552107,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Capniidae","L","insect","Aquatic","Plecoptera","Capniidae",0.396767173,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Chloroperlidae","L","insect","Aquatic","Plecoptera","Chloroperlidae",14.9264635,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",9.015176627,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Hesperoperla pacifica","L","insect","Aquatic","Plecoptera","Perlidae",135.0861575,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Skwala","L","insect","Aquatic","Plecoptera","Perlodidae",73.86110301,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Pteronarcys californica","L","insect","Aquatic","Plecoptera","Pteronarcyidae",562.3275507,"Summer19"
"Phase 4","Benthic",2019-07-16,4,"Chydoridae","U","non-insect","Aquatic","x","Chydoridae",0.019198154,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",0.037697762,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Micrasema","P","insect","Aquatic","Trichoptera","Brachycentridae",4.86710905,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Agraylea","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.031136,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Hydroptila","L","insect","Aquatic","Trichoptera","Hydroptilidae",0.64255853,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Psychoglypha bella","L","insect","Aquatic","Trichoptera","Limnephilidae",192.5131968,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Clinocera","L","insect","Aquatic","Diptera","Empididae",5.491263881,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Baetis alius","L","insect","Aquatic","Ephemeroptera","Baetidae",11.48806187,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Baetis tricaudatus complex","L","insect","Aquatic","Ephemeroptera","Baetidae",0.029468,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Attenella margarita","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",2.96613858,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Ephemerella tibialis","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",4.007289256,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Serratella micheneri","L","insect","Aquatic","Ephemeroptera","Ephemerellidae",32.76626565,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Ephemeroptera","Leptophlebiidae",27.38135671,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Chironomidae","P","insect","Aquatic","Diptera","Chironomidae",1.495010601,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Paracladopelma","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",1.47808139,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Phaenopsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",218.3605613,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Polypedilum","L","insect","Aquatic","Diptera","Chironomidae: Chironominae",6.157792188,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Micropsectra","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",3.467153878,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Paratanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",7.62744841,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Tanytarsus","L","insect","Aquatic","Diptera","Chironomidae: Chironominae: Tanytarsini",0.824299137,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Pagastia","L","insect","Aquatic","Diptera","Chironomidae: Diamesinae",7.130917533,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Brillia","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",9.264361276,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Heterotrissocladius marcidus group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",2.381856922,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Orthocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.388257784,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Parametriocnemus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",11.62307185,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Psectrocladius","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",7.548130393,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Rheocricotopus","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",1.47808139,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Tvetenia bavarica group","L","insect","Aquatic","Diptera","Chironomidae: Orthocladiinae",0.791355744,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Macropelopia","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",17.88667321,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Nilotanypus","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",0.388257784,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Thienemannimyia complex","L","insect","Aquatic","Diptera","Chironomidae: Tanypodinae",18.61119823,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Trombidiformes","U","non-insect","Aquatic","Trombidiformes","x",0.104619309,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Atractides","U","non-insect","Aquatic","x","x",0.810069464,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Sperchon","U","non-insect","Aquatic","x","x",0.58936,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Ceratopogoninae","L","insect","Aquatic","Diptera","Ceratopogonidae",1.159498624,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Cleptelmis addenda","L","insect","Aquatic","Coleoptera","Elmidae",4.045173642,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Nemata","U","non-insect","Aquatic","miscellaneous non-insect","x",0.950197155,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Ostracoda","U","non-insect","Aquatic","x","x",0.48810684,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Oligochaeta","U","non-insect","Aquatic","miscellaneous non-insect","x",20.34309934,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Capniidae","L","insect","Aquatic","Plecoptera","Capniidae",0.076986873,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Malenka","L","insect","Aquatic","Plecoptera","Nemouridae",54.37110875,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Zapada cinctipes","L","insect","Aquatic","Plecoptera","Nemouridae",0.095417246,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Yoraperla","L","insect","Aquatic","Plecoptera","Peltoperlidae",3.8232666,"Summer19"
"Flooded Forest","Benthic",2019-07-09,5,"Chydoridae","U","non-insect","Aquatic","x","Chydoridae",0.007784549,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Simulium","L","insect","Aquatic","Diptera","Simuliidae",45.94755258,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Hydropsyche","L","insect","Aquatic","Trichoptera","Hydropsychidae",988.8135399,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Hydropsyche","P","insect","Aquatic","Trichoptera","Hydropsychidae",62.06943817,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Dicosmoecus gilvipes","L","insect","Aquatic","Trichoptera","Limnephilidae",869.5070765,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Onocosmoecus unicolor","L","insect","Aquatic","Trichoptera","Limnephilidae",980.1027198,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Trichoptera","Rhyacophilidae",111.4983052,"Summer19"
"Disturbed","Benthic",2019-07-10,5,"Clinocera","L","insect","Aquatic","Diptera","Empididae",12.16509042,"Summer19"
