"Taxon","Treatment","Season","Replicate","Substrate","Date","Insect","Origin","Higher.classification","Order","Family","Common.name","Biomass"
"Ephemerella excrucians group","Disturbed","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Disturbed","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Disturbed","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Disturbed","Winter20","1","Benthic","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",153.3787827
"Ephemerella excrucians group","Disturbed","Winter20","2","Benthic","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",34.39027007
"Ephemerella excrucians group","Disturbed","Winter20","3","Benthic","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",159.6561851
"Ephemerella excrucians group","Disturbed","Winter20","4","Benthic","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",105.4792228
"Ephemerella excrucians group","Disturbed","Winter20","5","Benthic","2020-02-23","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",110.6666043
"Ephemerella excrucians group","Flooded Forest","Fall19","1","Benthic","2019-10-15","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",121.7473419
"Ephemerella excrucians group","Flooded Forest","Fall19","2","Benthic","2019-10-15","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",18.66270188
"Ephemerella excrucians group","Flooded Forest","Fall19","3","Benthic","2019-10-15","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Flooded Forest","Fall19","4","Benthic","2019-10-15","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Flooded Forest","Fall19","5","Benthic","2019-10-15","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Flooded Forest","Spring20","1","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",147.5541072
"Ephemerella excrucians group","Flooded Forest","Spring20","2","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",55.91098232
"Ephemerella excrucians group","Flooded Forest","Spring20","3","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",43.84551136
"Ephemerella excrucians group","Flooded Forest","Spring20","4","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Flooded Forest","Spring20","5","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",140.337759
"Ephemerella excrucians group","Flooded Forest","Summer19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Flooded Forest","Summer19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Flooded Forest","Summer19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Flooded Forest","Summer19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Flooded Forest","Summer19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella excrucians group","Flooded Forest","Winter20","1","Benthic","2020-02-26","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",313.4293137
"Ephemerella excrucians group","Flooded Forest","Winter20","2","Benthic","2020-02-26","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",832.2338379
"Ephemerella excrucians group","Flooded Forest","Winter20","3","Benthic","2020-02-26","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",112.850581
"Ephemerella excrucians group","Flooded Forest","Winter20","4","Benthic","2020-02-26","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",472.8260241
"Ephemerella excrucians group","Flooded Forest","Winter20","5","Benthic","2020-02-26","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",517.4301988
"Ephemerella excrucians group","Phase 3","Fall19","1","Benthic","2019-10-18","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",849.1513074
"Ephemerella excrucians group","Phase 3","Fall19","2","Benthic","2019-10-18","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",423.2469149
"Ephemerella excrucians group","Phase 3","Fall19","3","Benthic","2019-10-18","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",550.2606847
"Ephemerella excrucians group","Phase 3","Fall19","4","Benthic","2019-10-18","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",907.9977935
"Ephemerella excrucians group","Phase 3","Fall19","5","Benthic","2019-10-18","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",741.3736197
"Ephemerella excrucians group","Phase 3","Spring20","1","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",142.2053957
"Ephemerella excrucians group","Phase 3","Spring20","2","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",358.7982048
"Ephemerella excrucians group","Phase 3","Spring20","3","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",255.77233
"Ephemerella excrucians group","Phase 3","Spring20","4","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1332.021307
"Ephemerella excrucians group","Phase 3","Spring20","5","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",216.7975558
"Ephemerella excrucians group","Phase 3","Summer19","1","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Phase 3","Summer19","2","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Phase 3","Summer19","3","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Phase 3","Summer19","4","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Phase 3","Summer19","5","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",38.90887472
"Ephemerella excrucians group","Phase 3","Winter20","1","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",316.0545351
"Ephemerella excrucians group","Phase 3","Winter20","2","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",316.3975627
"Ephemerella excrucians group","Phase 3","Winter20","3","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",675.5231685
"Ephemerella excrucians group","Phase 3","Winter20","4","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",456.61331
"Ephemerella excrucians group","Phase 3","Winter20","5","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",386.1879745
"Ephemerella excrucians group","Phase 4","Fall19","1","Benthic","2019-10-19","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",344.4346338
"Ephemerella excrucians group","Phase 4","Fall19","2","Benthic","2019-10-19","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",359.3843684
"Ephemerella excrucians group","Phase 4","Fall19","3","Benthic","2019-10-19","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",66.31026973
"Ephemerella excrucians group","Phase 4","Fall19","4","Benthic","2019-10-19","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",278.7777679
"Ephemerella excrucians group","Phase 4","Fall19","5","Benthic","2019-10-19","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",225.0856605
"Ephemerella excrucians group","Phase 4","Spring20","1","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",251.5549369
"Ephemerella excrucians group","Phase 4","Spring20","2","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",77.96088264
"Ephemerella excrucians group","Phase 4","Spring20","3","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",285.3443925
"Ephemerella excrucians group","Phase 4","Spring20","4","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",433.5965749
"Ephemerella excrucians group","Phase 4","Spring20","5","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",305.2089226
"Ephemerella excrucians group","Phase 4","Summer19","1","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",24.44001774
"Ephemerella excrucians group","Phase 4","Summer19","2","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",96.42882668
"Ephemerella excrucians group","Phase 4","Summer19","3","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",88.49256228
"Ephemerella excrucians group","Phase 4","Summer19","4","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",15.70685804
"Ephemerella excrucians group","Phase 4","Summer19","5","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Phase 4","Winter20","1","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",276.9877448
"Ephemerella excrucians group","Phase 4","Winter20","2","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",668.2420712
"Ephemerella excrucians group","Phase 4","Winter20","3","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",74.2890592
"Ephemerella excrucians group","Phase 4","Winter20","4","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",142.7368847
"Ephemerella excrucians group","Phase 4","Winter20","5","Benthic","2020-02-22","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",143.0740776
"Ephemerella excrucians group","Relic Channel","Fall19","1","Benthic","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",35.7157272
"Ephemerella excrucians group","Relic Channel","Fall19","2","Benthic","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",54.08632104
"Ephemerella excrucians group","Relic Channel","Fall19","3","Benthic","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",66.98550971
"Ephemerella excrucians group","Relic Channel","Fall19","4","Benthic","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",29.15817035
"Ephemerella excrucians group","Relic Channel","Fall19","5","Benthic","2019-10-17","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",46.85870869
"Ephemerella excrucians group","Relic Channel","Spring20","1","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",312.7889224
"Ephemerella excrucians group","Relic Channel","Spring20","2","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",18.41568812
"Ephemerella excrucians group","Relic Channel","Spring20","3","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",12.61741334
"Ephemerella excrucians group","Relic Channel","Spring20","4","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",71.95381949
"Ephemerella excrucians group","Relic Channel","Spring20","5","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",71.4837066
"Ephemerella excrucians group","Relic Channel","Summer19","1","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Relic Channel","Summer19","2","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.032717993
"Ephemerella excrucians group","Relic Channel","Summer19","3","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",5.446392728
"Ephemerella excrucians group","Relic Channel","Summer19","4","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Relic Channel","Summer19","5","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella excrucians group","Relic Channel","Winter20","1","Benthic","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",44.57547685
"Ephemerella excrucians group","Relic Channel","Winter20","2","Benthic","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",24.96541094
"Ephemerella excrucians group","Relic Channel","Winter20","3","Benthic","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",48.48774643
"Ephemerella excrucians group","Relic Channel","Winter20","4","Benthic","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",202.6152112
"Ephemerella excrucians group","Relic Channel","Winter20","5","Benthic","2020-02-25","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",42.22376866
"Ephemerella tibialis","Disturbed","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Spring20","1","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.13312
"Ephemerella tibialis","Disturbed","Spring20","2","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Disturbed","Spring20","3","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Disturbed","Spring20","4","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.591613689
"Ephemerella tibialis","Disturbed","Spring20","5","Benthic","2020-05-04","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.131586888
"Ephemerella tibialis","Disturbed","Summer19","1","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",90.3394838
"Ephemerella tibialis","Disturbed","Summer19","2","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Disturbed","Summer19","3","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Disturbed","Summer19","4","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",14.18536999
"Ephemerella tibialis","Disturbed","Summer19","5","Benthic","2019-07-10","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",15.82116407
"Ephemerella tibialis","Disturbed","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Disturbed","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Spring20","1","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Flooded Forest","Spring20","2","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Flooded Forest","Spring20","3","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Flooded Forest","Spring20","4","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.607494335
"Ephemerella tibialis","Flooded Forest","Spring20","5","Benthic","2020-05-05","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Flooded Forest","Summer19","1","Benthic","2019-07-09","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.970073583
"Ephemerella tibialis","Flooded Forest","Summer19","2","Benthic","2019-07-09","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.25893677
"Ephemerella tibialis","Flooded Forest","Summer19","3","Benthic","2019-07-09","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Flooded Forest","Summer19","4","Benthic","2019-07-09","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Flooded Forest","Summer19","5","Benthic","2019-07-09","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",4.007289256
"Ephemerella tibialis","Flooded Forest","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Flooded Forest","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Spring20","1","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",10.60461496
"Ephemerella tibialis","Phase 3","Spring20","2","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.887420533
"Ephemerella tibialis","Phase 3","Spring20","3","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",2.556145677
"Ephemerella tibialis","Phase 3","Spring20","4","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",178.8402532
"Ephemerella tibialis","Phase 3","Spring20","5","Benthic","2020-05-20","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",10.52158298
"Ephemerella tibialis","Phase 3","Summer19","1","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",171.0712584
"Ephemerella tibialis","Phase 3","Summer19","2","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",137.2218512
"Ephemerella tibialis","Phase 3","Summer19","3","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",18.98539688
"Ephemerella tibialis","Phase 3","Summer19","4","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",74.33385655
"Ephemerella tibialis","Phase 3","Summer19","5","Benthic","2019-07-12","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",33.95941458
"Ephemerella tibialis","Phase 3","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 3","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Spring20","1","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.276237378
"Ephemerella tibialis","Phase 4","Spring20","2","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Phase 4","Spring20","3","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.393145083
"Ephemerella tibialis","Phase 4","Spring20","4","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.449233782
"Ephemerella tibialis","Phase 4","Spring20","5","Benthic","2020-05-29","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",5.186569408
"Ephemerella tibialis","Phase 4","Summer19","1","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Phase 4","Summer19","2","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Phase 4","Summer19","3","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",10.09634875
"Ephemerella tibialis","Phase 4","Summer19","4","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Phase 4","Summer19","5","Benthic","2019-07-16","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Phase 4","Winter20","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Winter20","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Winter20","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Winter20","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Phase 4","Winter20","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Relic Channel","Fall19","1",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Relic Channel","Fall19","2",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Relic Channel","Fall19","3",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Relic Channel","Fall19","4",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Relic Channel","Fall19","5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"Ephemerella tibialis","Relic Channel","Spring20","1","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Relic Channel","Spring20","2","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Relic Channel","Spring20","3","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Relic Channel","Spring20","4","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0.580345083
"Ephemerella tibialis","Relic Channel","Spring20","5","Benthic","2020-05-07","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
"Ephemerella tibialis","Relic Channel","Summer19","1","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",261.5401089
"Ephemerella tibialis","Relic Channel","Summer19","2","Benthic","2019-07-11","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",0
