"Treatment","Substrate","Date","Replicate","Taxon","Insect","Origin","Higher.classification","Order","Family","Common.name","Season","Biomass"
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",0
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Ceratopogoninae","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges","Summer19",2.933081029
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Summer19",0.518173277
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",0.998849187
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",11.46014522
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Summer19",0.03855963
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",36.07833252
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Menetus","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails","Summer19",101.8857647
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Capniidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies","Summer19",0.079063856
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Chloroperlidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Summer19",0.450337434
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",14.39274605
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",0.097991452
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",82.42323092
"Relic Floodplain Channel","Benthic",2019-07-11,2,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",4.141569351
"Phase 3","Benthic",2019-07-12,2,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Summer19",9.049606668
"Phase 3","Benthic",2019-07-12,2,"Glossosoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies","Summer19",2.446762434
"Phase 3","Benthic",2019-07-12,2,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",26.27464641
"Phase 3","Benthic",2019-07-12,2,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",880.1926964
"Phase 3","Benthic",2019-07-12,2,"Dicosmoecus gilvipes","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",101.0112846
"Phase 3","Benthic",2019-07-12,2,"Onocosmoecus unicolor","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",27.69974054
"Phase 3","Benthic",2019-07-12,2,"Rhyacophila angelita group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",37.59114313
"Phase 3","Benthic",2019-07-12,2,"Rhyacophila arnaudi","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",10.28921007
"Phase 3","Benthic",2019-07-12,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",90.22064207
"Phase 3","Benthic",2019-07-12,2,"Pacifastacus","non-insect","Aquatic","Crustacea: Decapoda","x","Astacidae","crayfish","Summer19",7576.643451
"Phase 3","Benthic",2019-07-12,2,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",13.89588699
"Phase 3","Benthic",2019-07-12,2,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",318.9285177
"Phase 3","Benthic",2019-07-12,2,"Baetis flavistriga","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",5.47645563
"Phase 3","Benthic",2019-07-12,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",274.3784868
"Phase 3","Benthic",2019-07-12,2,"Attenella margarita","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",53.03562969
"Phase 3","Benthic",2019-07-12,2,"Caudatella heterocaudata","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",36.10944459
"Phase 3","Benthic",2019-07-12,2,"Drunella coloradensis/flavilinea","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",2.025512571
"Phase 3","Benthic",2019-07-12,2,"Drunella grandis/spinifera","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",49.872663
"Phase 3","Benthic",2019-07-12,2,"Ephemerella tibialis","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",137.2218512
"Phase 3","Benthic",2019-07-12,2,"Matriella teresa","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",18.98539688
"Phase 3","Benthic",2019-07-12,2,"Serratella micheneri","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",132.4381418
"Phase 3","Benthic",2019-07-12,2,"Timpanoga hecuba","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",1.632654806
"Phase 3","Benthic",2019-07-12,2,"Epeorus albertae group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",327.9168993
"Phase 3","Benthic",2019-07-12,2,"Heptagenia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",10.83504232
"Phase 3","Benthic",2019-07-12,2,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Summer19",1.725626402
"Phase 3","Benthic",2019-07-12,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",2.22517465
"Phase 3","Benthic",2019-07-12,2,"Phaenopsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",4.245562198
"Phase 3","Benthic",2019-07-12,2,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",2.261930188
"Phase 3","Benthic",2019-07-12,2,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",9.99691082
"Phase 3","Benthic",2019-07-12,2,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",5.625942699
"Phase 3","Benthic",2019-07-12,2,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",5.671630956
"Phase 3","Benthic",2019-07-12,2,"Eukiefferiella brehmi group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.612632535
"Phase 3","Benthic",2019-07-12,2,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",9.354568777
"Phase 3","Benthic",2019-07-12,2,"Eukiefferiella pseudomontana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.212016291
"Phase 3","Benthic",2019-07-12,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",21.1675966
"Phase 3","Benthic",2019-07-12,2,"Rheocricotopus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.612632535
"Phase 3","Benthic",2019-07-12,2,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.612632535
"Phase 3","Benthic",2019-07-12,2,"Thienemanniella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.824648826
"Phase 3","Benthic",2019-07-12,2,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",13.16172555
"Phase 3","Benthic",2019-07-12,2,"Nilotanypus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",0.612632535
"Phase 3","Benthic",2019-07-12,2,"Pentaneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",13.08740289
"Phase 3","Benthic",2019-07-12,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",35.55714428
"Phase 3","Benthic",2019-07-12,2,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Summer19",3.365889528
"Phase 3","Benthic",2019-07-12,2,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",1.0176
"Phase 3","Benthic",2019-07-12,2,"Oribatida","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",0.180637656
"Phase 3","Benthic",2019-07-12,2,"Protzia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",1.0176
"Phase 3","Benthic",2019-07-12,2,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",1.0176
"Phase 3","Benthic",2019-07-12,2,"Sperchonopsis","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",2.0352
"Phase 3","Benthic",2019-07-12,2,"Torrenticola","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",4.612312968
"Phase 3","Benthic",2019-07-12,2,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Summer19",6.512949685
"Phase 3","Benthic",2019-07-12,2,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",47.86717646
"Phase 3","Benthic",2019-07-12,2,"Narpus concolor","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",79.39572761
"Phase 3","Benthic",2019-07-12,2,"Optioservus","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",14.61731449
"Phase 3","Benthic",2019-07-12,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",15.71966201
"Phase 3","Benthic",2019-07-12,2,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Summer19",0.5186304
"Phase 3","Benthic",2019-07-12,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",2.430707109
"Phase 3","Benthic",2019-07-12,2,"Truncatelloidea","non-insect","Aquatic","Mollusca: Gastropoda","x","x","snails","Summer19",3.3024
"Phase 3","Benthic",2019-07-12,2,"Chloroperlidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Summer19",27.09236939
"Phase 3","Benthic",2019-07-12,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",38.69064092
"Phase 3","Benthic",2019-07-12,2,"Zapada cinctipes","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",0.658996805
"Phase 3","Benthic",2019-07-12,2,"Hesperoperla pacifica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",87.50959438
"Phase 3","Benthic",2019-07-12,2,"Isoperla","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",2.287860436
"Phase 3","Benthic",2019-07-12,2,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",31.25615695
"Phase 3","Benthic",2019-07-12,2,"Pteronarcys californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies","Summer19",1374.124588
"Phase 4","Benthic",2019-07-16,2,"Simulium","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies","Summer19",6.625348368
"Phase 4","Benthic",2019-07-16,2,"Micrasema","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies","Summer19",7.905971294
"Phase 4","Benthic",2019-07-16,2,"Arctopsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",20.4947155
"Phase 4","Benthic",2019-07-16,2,"Hydropsyche","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies","Summer19",161.5083396
"Phase 4","Benthic",2019-07-16,2,"Lepidostoma","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies","Summer19",0.1896
"Phase 4","Benthic",2019-07-16,2,"Dicosmoecus gilvipes","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",124.5642168
"Phase 4","Benthic",2019-07-16,2,"Onocosmoecus unicolor","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",1209.008289
"Phase 4","Benthic",2019-07-16,2,"Polycentropus","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Polycentopodidae","caddisflies","Summer19",91.80732303
"Phase 4","Benthic",2019-07-16,2,"Rhyacophila arnaudi","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",41.25813609
"Phase 4","Benthic",2019-07-16,2,"Rhyacophila brunnea/vemna group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",193.4035531
"Phase 4","Benthic",2019-07-16,2,"Rhyacophila nevadensis group","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies","Summer19",90.88669175
"Phase 4","Benthic",2019-07-16,2,"Antocha","insect","Aquatic","Arthropoda: Insecta","Diptera","Tipulidae","crane flies","Summer19",0.412800202
"Phase 4","Benthic",2019-07-16,2,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",17.72814664
"Phase 4","Benthic",2019-07-16,2,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",480.3587367
"Phase 4","Benthic",2019-07-16,2,"Baetis flavistriga","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",4.663186004
"Phase 4","Benthic",2019-07-16,2,"Baetis tricaudatus complex","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",606.3725426
"Phase 4","Benthic",2019-07-16,2,"Attenella margarita","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",34.26915705
"Phase 4","Benthic",2019-07-16,2,"Ephemerella excrucians group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",96.42882668
"Phase 4","Benthic",2019-07-16,2,"Matriella teresa","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",50.93912187
"Phase 4","Benthic",2019-07-16,2,"Serratella micheneri","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",431.8370671
"Phase 4","Benthic",2019-07-16,2,"Epeorus albertae group","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies","Summer19",176.9377911
"Phase 4","Benthic",2019-07-16,2,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Summer19",9.47204334
"Phase 4","Benthic",2019-07-16,2,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",3.946144567
"Phase 4","Benthic",2019-07-16,2,"Phaenopsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",11.36307856
"Phase 4","Benthic",2019-07-16,2,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",0.765790669
"Phase 4","Benthic",2019-07-16,2,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",1.295831396
"Phase 4","Benthic",2019-07-16,2,"Stempellinella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",0.265020364
"Phase 4","Benthic",2019-07-16,2,"Tanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",1.060081454
"Phase 4","Benthic",2019-07-16,2,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",4.697919482
"Phase 4","Benthic",2019-07-16,2,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.825872124
"Phase 4","Benthic",2019-07-16,2,"Cricotopus (Nostococladius)","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.475217855
"Phase 4","Benthic",2019-07-16,2,"Eukiefferiella devonica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.590122182
"Phase 4","Benthic",2019-07-16,2,"Krenosmittia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.765790669
"Phase 4","Benthic",2019-07-16,2,"Nanocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.531581339
"Phase 4","Benthic",2019-07-16,2,"Orthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.265020364
"Phase 4","Benthic",2019-07-16,2,"Synorthocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",2.297372008
"Phase 4","Benthic",2019-07-16,2,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",4.482511701
"Phase 4","Benthic",2019-07-16,2,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",40.83643223
"Phase 4","Benthic",2019-07-16,2,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Summer19",2.03217363
"Phase 4","Benthic",2019-07-16,2,"Lebertia","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",4.26759414
"Phase 4","Benthic",2019-07-16,2,"Oribatida","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",0.45159414
"Phase 4","Benthic",2019-07-16,2,"Sperchon","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",1.272
"Phase 4","Benthic",2019-07-16,2,"Torrenticola","non-insect","Aquatic","Arachnida: Acari","x","x","mites","Summer19",5.31379707
"Phase 4","Benthic",2019-07-16,2,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Summer19",3.245975109
"Phase 4","Benthic",2019-07-16,2,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",19.57813982
"Phase 4","Benthic",2019-07-16,2,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",25.35342045
"Phase 4","Benthic",2019-07-16,2,"Oligochaeta","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms","Summer19",17.22727033
"Phase 4","Benthic",2019-07-16,2,"Chloroperlidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies","Summer19",32.93549139
"Phase 4","Benthic",2019-07-16,2,"Malenka","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies","Summer19",16.37139953
"Phase 4","Benthic",2019-07-16,2,"Calineuria californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies","Summer19",5.616665091
"Phase 4","Benthic",2019-07-16,2,"Perlodidae","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",1.429912772
"Phase 4","Benthic",2019-07-16,2,"Skwala","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies","Summer19",225.5321682
"Phase 4","Benthic",2019-07-16,2,"Pteronarcys californica","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies","Summer19",3017.162485
"Flooded Forest","Benthic",2019-07-09,3,"Hydroptila","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies","Summer19",0.360912556
"Flooded Forest","Benthic",2019-07-09,3,"Dicosmoecus gilvipes","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",195.2627013
"Flooded Forest","Benthic",2019-07-09,3,"Psychoglypha bella","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies","Summer19",375.8581061
"Flooded Forest","Benthic",2019-07-09,3,"Chelifera/Metachela","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",6.89609405
"Flooded Forest","Benthic",2019-07-09,3,"Clinocera","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies","Summer19",7.644117364
"Flooded Forest","Benthic",2019-07-09,3,"Anafroptilum/Procloeon","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",45.75375721
"Flooded Forest","Benthic",2019-07-09,3,"Baetis alius","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies","Summer19",46.74604387
"Flooded Forest","Benthic",2019-07-09,3,"Attenella margarita","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies","Summer19",21.66038612
"Flooded Forest","Benthic",2019-07-09,3,"Neoleptophlebia/Paraleptophlebia","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies","Summer19",25.22414386
"Flooded Forest","Benthic",2019-07-09,3,"Chironomidae","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges","Summer19",1.470609069
"Flooded Forest","Benthic",2019-07-09,3,"Phaenopsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",334.2890802
"Flooded Forest","Benthic",2019-07-09,3,"Polypedilum","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges","Summer19",52.29035911
"Flooded Forest","Benthic",2019-07-09,3,"Micropsectra","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",3.958149731
"Flooded Forest","Benthic",2019-07-09,3,"Paratanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",5.265524825
"Flooded Forest","Benthic",2019-07-09,3,"Tanytarsus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges","Summer19",1.812606429
"Flooded Forest","Benthic",2019-07-09,3,"Pagastia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",7.09507559
"Flooded Forest","Benthic",2019-07-09,3,"Potthastia longimana group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges","Summer19",0.772612588
"Flooded Forest","Benthic",2019-07-09,3,"Brillia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.545225176
"Flooded Forest","Benthic",2019-07-09,3,"Corynoneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.267381253
"Flooded Forest","Benthic",2019-07-09,3,"Heterotrissocladius marcidus group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.772612588
"Flooded Forest","Benthic",2019-07-09,3,"Parametriocnemus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",25.61430164
"Flooded Forest","Benthic",2019-07-09,3,"Psectrocladius","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",16.22084041
"Flooded Forest","Benthic",2019-07-09,3,"Rheocricotopus","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",1.307375094
"Flooded Forest","Benthic",2019-07-09,3,"Thienemanniella","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.267381253
"Flooded Forest","Benthic",2019-07-09,3,"Tvetenia bavarica group","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges","Summer19",0.772612588
"Flooded Forest","Benthic",2019-07-09,3,"Macropelopia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",18.04410959
"Flooded Forest","Benthic",2019-07-09,3,"Pentaneura","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",10.62237871
"Flooded Forest","Benthic",2019-07-09,3,"Thienemannimyia complex","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",13.50188512
"Flooded Forest","Benthic",2019-07-09,3,"Zavrelimyia","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges","Summer19",3.987680903
"Flooded Forest","Benthic",2019-07-09,3,"Trombidiformes","non-insect","Aquatic","Arachnida: Acari","Trombidiformes","x","mites","Summer19",0.816348161
"Flooded Forest","Benthic",2019-07-09,3,"Pisidium","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams","Summer19",1.634777702
"Flooded Forest","Benthic",2019-07-09,3,"Ampumixis dispar","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",0.214184609
"Flooded Forest","Benthic",2019-07-09,3,"Cleptelmis addenda","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles","Summer19",17.32174597
"Flooded Forest","Benthic",2019-07-09,3,"Nemata","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms","Summer19",13.49796133
"Flooded Forest","Benthic",2019-07-09,3,"Ostracoda","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp","Summer19",1.52064054
