Waterbody,Treatment,Substrate,Date,Replicate,Taxon,Stage,Insect,Origin,Higher.classification,Order,Family,Common.name,Abundance,Biomass
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,89.9052,4.680334501
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Lepidostoma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,38.5308,4.362376724
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Mystacides,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Leptoceridae,caddisflies,77.0616,7.186297414
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Hydatophylax hesperus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,64.218,63.53895496
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Onocosmoecus unicolor,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,38.5308,1.539616049
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Psychoglypha bella,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,2.78,62.61654471
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Polycentropus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Polycentopodidae,caddisflies,38.5308,135.0000382
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Clinocera,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,89.9052,16.26629663
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,38.5308,2.469089891
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Empididae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,25.6872,10.81632407
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Tabanidae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tabanidae,horse & deer flies,12.8436,14.04633209
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Anafroptilum/Procloeon,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,38.5308,35.2588985
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Callibaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,64.218,57.48901208
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,218.3412,3.993549391
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,115.5924,18.66270188
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Cinygma,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,12.8436,6.31224349
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,12.8436,0.13871088
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,115.5924,198.6414075
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,128.436,7.673617162
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Chironomus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,63.0504,10.78089376
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Paracladopelma,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,84.0672,2.119973054
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Phaenopsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,168.1344,40.81852807
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,693.5544,23.57903445
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,63.0504,3.01711424
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Paratanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,21.0168,1.423738056
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Stempellina,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,42.0336,0.464156665
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Stempellinella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,21.0168,0.232078332
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Tanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,105.084,1.160391662
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Potthastia longimana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,21.0168,1.423738056
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,63.0504,5.77651804
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Corynoneura,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,42.0336,0.464156665
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Heterotrissocladius marcidus group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,126.1008,13.05930642
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,21.0168,0.670602889
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Alotanypus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,336.2688,62.88207334
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Macropelopia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,42.0336,8.711255103
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Paramerina,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,672.5376,30.49357549
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,1176.9408,100.0344244
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,38.5308,2.0421324
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Hygrobates,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,51.3744,2.7228432
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,25.6872,1.468037192
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Pisidium,U,non-insect,Aquatic,Mollusca: Bivalvia,x,Sphaeriidae,pea clams,12.8436,2.025684371
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Hydroporinae,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Dytiscidae,predaceous diving beetles,89.9052,26.70042769
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,102.7488,21.38758848
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Hyalella,U,non-insect,Aquatic,Crustacea: Amphipoda,x,Talitridae,scuds,38.5308,6.479253887
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Ostracoda,U,non-insect,Aquatic,Crustacea: Ostracoda,x,x,seed shrimp,423.8388,2.862183416
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,269.7156,70.3379594
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Lymnaeidae,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Lymnaeidae,snails,25.6872,4.557651093
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Physella,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Physidae,snails,166.9668,949.3091654
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Ferrissia,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,12.8436,2.182081631
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Menetus,U,non-insect,Aquatic,Mollusca: Gastropoda,x,Planorbidae,snails,282.5592,67.1606082
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Chloroperlidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,12.8436,10.99725092
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Malenka,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,38.5308,35.80937314
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Isoperla,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,25.6872,12.95065709
South Fork McKenzie River,Flooded Forest,Benthic,2019-10-15,2,Skwala,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,12.8436,104.1060104
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,13.08,2.289231906
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Brachycentrus americanus,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,8.72,1.069637343
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Glossosoma,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,161.32,99.28906529
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Glossosoma,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Glossosomatidae,caddisflies,4.36,7.162617184
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,374.96,296.0261321
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Agraylea,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,8.72,2.684496892
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,4.36,0.552359412
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Hydroptila,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,8.72,1.711250901
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Lepidostoma (Neodinarthrum),L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,13.08,1.480890289
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Rhyacophila arnaudi,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,0.8,8.917405313
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Rhyacophila betteni group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,8.72,7.718769976
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,8.72,40.97520827
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Chelifera/Metachela,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,4.36,3.338103968
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,13.08,1.94082603
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Empididae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,13.08,3.023322165
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Glutops,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Pelecorhynchidae,higher flies,4.36,13.26792995
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,165.68,107.9879952
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,4.36,0.074135245
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Attenella delantala,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,104.64,6.887969638
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Caudatella edmundsi,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,8.72,0.265811593
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,549.36,87.64918542
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4.36,0.143835329
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Ironodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,4.36,1.48345248
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Rhithrogena,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,43.6,33.34477051
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,47.96,4.306550335
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,52.32,2.882701475
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Polypedilum,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae,midges,4.36,0.529618925
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Cladotanytarsus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,34.88,0.385162928
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Micropsectra,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Chironominae: Tanytarsini,midges,4.36,0.529618925
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Diamesa,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,39.24,8.168741748
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Potthastia longimana group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,8.72,1.383074298
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Cricotopus (Nostococladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,17.44,0.520031153
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,8.72,0.278237277
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Eukiefferiella devonica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,39.24,0.615254839
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Heleniella,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4.36,0.529618925
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,222.36,19.33730336
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Orthocladius (Symposiocladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,4.36,0.295358852
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,39.24,5.347579382
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,257.24,19.35177489
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Lebertia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,13.08,0.503179801
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Sperchon,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,4.36,0.23108
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Torrenticola,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,4.36,0.23108
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Ceratopogoninae,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Ceratopogonidae,no-see-um midges,17.44,9.272812796
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Ampumixis dispar,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,4.36,4.36739419
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Narpus concolor,L,insect,Aquatic,Arthropoda: Insecta,Coleoptera,Elmidae,riffle beetles,4.36,0.237346902
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Nemata,U,non-insect,Aquatic,Nemata,miscellaneous non-insect,x,round worms,13.08,5.44849993
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Oligochaeta,U,non-insect,Aquatic,Annelida: Oligochaeta,miscellaneous non-insect,x,segmented worms,5.16,2.342258425
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Capniidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Capniidae,stoneflies,4.36,0.745006852
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Sweltsa,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Chloroperlidae,stoneflies,17.44,9.087703081
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Zapada cinctipes,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Nemouridae,stoneflies,4.36,0.77694532
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Calineuria californica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,0.8,19.26158034
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Hesperoperla pacifica,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlidae,stoneflies,13.16,730.4821481
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Isoperla,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,17.44,2.939725137
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Perlinodes aurea,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,0.8,43.38137043
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Perlodidae,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,13.08,11.13650941
South Fork McKenzie River,Disturbed,Benthic,2019-10-16,2,Skwala,L,insect,Aquatic,Arthropoda: Insecta,Plecoptera,Perlodidae,stoneflies,35.84,846.1527478
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Simulium,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,5.01,0.876838826
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Simulium,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Simuliidae,black flies,1.67,0.145189546
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Micrasema,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Brachycentridae,caddisflies,11.69,0.803190194
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Hydropsyche,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydropsychidae,caddisflies,163.66,56.03093508
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Hydroptila,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Hydroptilidae,caddisflies,1.67,0.029568384
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Lepidostoma unicolor group,P,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Lepidostomatidae,caddisflies,1.67,2.285642329
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Limnephilidae,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Limnephilidae,caddisflies,1.67,0.167561061
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Rhyacophila brunnea/vemna group,L,insect,Aquatic,Arthropoda: Insecta,Trichoptera,Rhyacophilidae,caddisflies,3.34,1.921176478
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Antocha,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Tipulidae,crane flies,1.67,0.031058172
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Neoplasta,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Empididae,dance flies,5.01,0.34839325
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Dixa,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Dixidae,dixid midges,8.35,0.935657457
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Baetis tricaudatus complex,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,170.34,35.27994961
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Diphetor hageni,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,13.36,0.207621875
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Labiobaetis,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Baetidae,mayflies,1.67,1.528189409
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Caudatella hystrix,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,6.68,1.21624307
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Drunella grandis/spinifera,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,1.67,0.384235637
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Ephemerella excrucians group,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Ephemerellidae,mayflies,81.83,10.18371971
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Cinygma,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.67,0.224940166
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Cinygmula,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,1.67,0.018036
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Ironodes,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Heptageniidae,mayflies,5.01,1.508054567
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Neoleptophlebia/Paraleptophlebia,L,insect,Aquatic,Arthropoda: Insecta,Ephemeroptera,Leptophlebiidae,mayflies,6.68,6.473792577
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Chironomidae,P,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae,midges,8.35,0.127050269
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Boreoheptagyia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Diamesinae,midges,3.34,0.221299625
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Brillia,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.11313057
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Eukiefferiella brehmi group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.018441
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Eukiefferiella claripennis group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3.34,0.071727268
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Nanocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.053286267
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Orthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,10.02,0.25002707
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Orthocladius (Symposiocladius),L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.326896897
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Parametriocnemus,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3.34,0.071727268
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Synorthocladius,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,1.67,0.053286267
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Tvetenia bavarica group,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Orthocladiinae,midges,3.34,0.071727268
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Thienemannimyia complex,L,insect,Aquatic,Arthropoda: Insecta,Diptera,Chironomidae: Tanypodinae,midges,21.71,0.982096755
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Trombidiformes,U,non-insect,Aquatic,Arachnida: Acari,Trombidiformes,x,mites,1.67,0.243312231
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Oribatida,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,3.34,0.031423426
South Fork McKenzie River,Disturbed,Submerged Wood,2019-10-16,2,Protzia,U,non-insect,Aquatic,Arachnida: Acari,x,x,mites,5.01,0.26553
