"Waterbody","Treatment","Substrate","Date","Replicate","Taxon","Stage","Insect","Origin","Higher.classification","Order","Family","Common.name","Abundance","Biomass","Season"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",13.712,0.726736,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Ceratopogoninae","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Ceratopogonidae","no-see-um midges",95.984,28.74093995,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",68.56,4.23669459,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",82.272,2.376751631,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Optioservus","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",27.424,2.165508551,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",54.848,12.85278735,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Hyalella","U","non-insect","Aquatic","Crustacea: Amphipoda","x","Talitridae","scuds",13.712,0.642886395,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",671.888,105.1609098,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",13.712,7.958689131,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",27.424,13.97748207,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Sweltsa","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Chloroperlidae","stoneflies",13.712,11.7408129,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Leuctridae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Leuctridae","stoneflies",13.712,0.463722021,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",13.712,1.596238337,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",15.312,177.9064762,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",41.136,2.450870492,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",54.848,39.29961855,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",2.4,78.94225817,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Chydoridae","U","non-insect","Aquatic","Crustacea: Cladocera","x","Chydoridae","water fleas",109.696,0.740777088,"Fall19"
"South Fork McKenzie River","Disturbed","Benthic",2019-10-16,1,"Hydrophilidae","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Hydrophilidae","water scavenger beetles",13.712,1.519137047,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",3.34,0.516233572,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",13.36,0.163446948,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",13.36,1.204852201,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",78.49,20.47837717,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",33.4,0.703409911,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Lepidostoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",1.67,2.285642329,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Lepidostoma unicolor group","P","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",1.67,3.255584244,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Limnephilidae","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Limnephilidae","caddisflies",1.67,0.167561061,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Rhyacophila betteni group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",1.67,2.061554427,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",6.68,19.53315056,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",5.01,0.253196037,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Dixa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",6.68,1.704040337,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Dixa","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Dixidae","dixid midges",1.67,0.202858625,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",101.87,34.27292893,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",38.41,1.101046013,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.67,0.199729014,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",1.67,0.109928415,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",3.34,0.399458029,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",188.71,20.93404788,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Cinygma","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",1.67,0.12166813,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",3.34,0.11018578,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",6.68,2.878758788,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",1.67,3.833012441,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",15.03,3.622652241,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",10.02,0.487403144,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",3.34,0.345337898,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",1.67,0.018441,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",3.34,0.13157157,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Diamesa","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",1.67,0.11313057,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",3.34,0.106572535,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Corynoneura","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",5.01,0.055323001,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Eukiefferiella brehmi group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.67,0.053286267,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Eukiefferiella claripennis group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.67,0.053286267,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Limnophyes","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.67,0.053286267,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Nanocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",1.67,0.018441,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",16.7,0.538169245,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Orthocladius (Symposiocladius)","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.68,0.422561729,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",3.34,0.380183165,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Synorthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",8.35,0.266431337,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.68,0.16845357,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",51.77,2.618962567,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Protzia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",1.67,0.08851,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Chaoborus","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chaoboridae","phantom midge",1.67,0.519325498,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",23.38,2.17676278,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",21.71,2.813025723,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",3.34,0.422841757,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Capniidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Capniidae","stoneflies",1.67,0.806373143,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Zapada cinctipes","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",1.67,0.194407674,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",6.68,93.6622283,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",6.68,1.763438343,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",13.36,2.024822808,"Fall19"
"South Fork McKenzie River","Disturbed","Submerged Wood",2019-10-16,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",5.01,37.67146577,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",134.4,22.23627058,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",83.2,7.233395364,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",38.4,1.025953255,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",134.4,12.92885704,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Glossosoma","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Glossosomatidae","caddisflies",12.8,1.405544494,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",70.4,19.61891597,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",51.2,1.705787108,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Lepidostoma (Neodinarthrum)","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",12.8,1.145460569,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Lepidostoma unicolor group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Lepidostomatidae","caddisflies",6.4,3.5923497,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",70.4,41.24377509,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Clinocera","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",6.4,1.178741222,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Neoplasta","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",64,3.946722174,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Baetis tricaudatus complex","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",1017.6,140.8670599,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Diphetor hageni","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Baetidae","mayflies",236.8,4.026427999,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Attenella delantala","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",12.8,0.842565093,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Caudatella edmundsi","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.4,0.06592,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Caudatella hystrix","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.4,1.246791051,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Drunella grandis/spinifera","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",6.4,1.472519806,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Ephemerella excrucians group","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Ephemerellidae","mayflies",211.2,35.7157272,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Cinygmula","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",25.6,0.27648,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Ironodes","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",19.2,6.636945493,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Rhithrogena","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Heptageniidae","mayflies",19.2,8.468360324,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Neoleptophlebia/Paraleptophlebia","L","insect","Aquatic","Arthropoda: Insecta","Ephemeroptera","Leptophlebiidae","mayflies",51.2,3.392957446,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Chironomidae","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae","midges",44.8,1.530953184,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Microtendipes pedellus group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",6.4,0.204210845,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Polypedilum","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae","midges",25.6,0.683304632,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Cladotanytarsus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",102.4,1.130753551,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Micropsectra","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Chironominae: Tanytarsini","midges",6.4,0.070672097,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Potthastia longimana group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Diamesinae","midges",6.4,0.433554279,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Cricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.4,0.070672097,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Orthocladius","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",32,0.753976729,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Parametriocnemus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",121.6,15.03399975,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Rheocricotopus","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",12.8,0.504226375,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Thienemanniella","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",6.4,0.070672097,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Tvetenia bavarica group","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Orthocladiinae","midges",38.4,1.321069756,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Thienemannimyia complex","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Chironomidae: Tanypodinae","midges",192,8.039185697,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Lebertia","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",25.6,0.798825104,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Sperchon","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",12.8,0.6784,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Torrenticola","U","non-insect","Aquatic","Arachnida: Acari","x","x","mites",6.4,0.3392,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Pisidium","U","non-insect","Aquatic","Mollusca: Bivalvia","x","Sphaeriidae","pea clams",12.8,2.018807807,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Ampumixis dispar","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",12.8,0.696798243,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Cleptelmis addenda","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",25.6,1.19738467,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Narpus concolor","L","insect","Aquatic","Arthropoda: Insecta","Coleoptera","Elmidae","riffle beetles",25.6,1.001172854,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Nemata","U","non-insect","Aquatic","Nemata","miscellaneous non-insect","x","round worms",64,21.71178311,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Ostracoda","U","non-insect","Aquatic","Crustacea: Ostracoda","x","x","seed shrimp",12.8,0.017921264,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Oligochaeta","U","non-insect","Aquatic","Annelida: Oligochaeta","miscellaneous non-insect","x","segmented worms",115.2,39.7130562,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Menetus","U","non-insect","Aquatic","Mollusca: Gastropoda","x","Planorbidae","snails",19.2,6.307422081,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Malenka","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Nemouridae","stoneflies",32,30.63396843,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Yoraperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Peltoperlidae","stoneflies",19.2,8.911223169,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Hesperoperla pacifica","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlidae","stoneflies",6.4,35.40620285,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Isoperla","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",32,633.2164454,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Perlodidae","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",38.4,20.79268768,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Skwala","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Perlodidae","stoneflies",1.6,22.48406317,"Fall19"
"South Fork McKenzie River","Relic Channel","Benthic",2019-10-17,1,"Pteronarcella","L","insect","Aquatic","Arthropoda: Insecta","Plecoptera","Pteronarcyidae","stoneflies",6.4,152.3706182,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Simulium","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",11.69,2.906186897,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Simulium","P","insect","Aquatic","Arthropoda: Insecta","Diptera","Simuliidae","black flies",3.34,0.182552826,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Amiocentrus aspilus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",5.01,0.13035899,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Brachycentrus americanus","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",3.34,0.11475892,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Micrasema","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Brachycentridae","caddisflies",18.37,1.124434154,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Hydropsyche","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydropsychidae","caddisflies",26.72,3.183009157,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Hydroptila","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Hydroptilidae","caddisflies",3.34,0.155651282,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Rhyacophila brunnea/vemna group","L","insect","Aquatic","Arthropoda: Insecta","Trichoptera","Rhyacophilidae","caddisflies",58.45,35.25304171,"Fall19"
"South Fork McKenzie River","Relic Channel","Submerged Wood",2019-10-17,1,"Hemerodromia","L","insect","Aquatic","Arthropoda: Insecta","Diptera","Empididae","dance flies",1.67,0.025318535,"Fall19"
